StyleID,Size,OG,FG,ABV,IBU,Color,BoilSize,BoilTime,BoilGravity,Efficiency,MashThickness,BrewMethod
1,226.61820925070845,0.018550121058164264,0.005591327210720967,1.8981795825142913,27.432206951875195,9.06516411086105,237.75858117877962,12.789994409699258,1.912249530746011,15.166452300749645,1.5839124268894427,1.0532469354248084
2,277.95313109628415,0.008954667056458449,0.004200686795713295,1.0230841322437996,46.47314491123433,5.605104878044632,309.43369885502193,15.304329350969995,2.136588881484889,15.274160968054526,2.3383287150352534,1.0296204040311383
3,514.1501796685028,0.023607066756323618,0.005124560274475047,2.5157053282994335,13.51047710377012,6.192185290391969,542.1803691197528,16.81357860867355,2.4079145025275404,11.415056952578235,1.1815382916795518,0.7815193696380277
4,184.47825378987068,0.008696858924487615,0.003351635266981204,0.9023412429781379,10.328306927743135,2.312176823060173,198.68224622447988,15.79054638231559,1.4598901522127468,10.415638698784132,0.8839157527416204,0.7396114373692536
5,112.5050225846608,0.006184563332461114,0.0023592487966463574,0.6398886447677455,14.065205548234097,1.783114360080008,120.8708458809817,15.704877304744816,1.8592044565994514,12.002232343893235,1.0575388922586284,0.8715466503705446
6,169.30751619483553,0.007569051463148452,0.0034604637301926906,0.7634104241002535,7.634430773471467,4.5323867797026605,181.7935246311762,15.29332771632263,1.9833726330773254,11.809877407858382,0.8871650829678452,0.842688132834844
7,214.72119590045418,0.006259446627113471,0.002890537239752395,0.6560112233516963,12.414020403351005,3.961414474091555,223.34039053752707,14.801795664137908,1.9326050957622563,11.601621135201672,2.0058780372147846,0.8106131739321003
8,98.46019225087483,0.006783614008974487,0.0030018906018057555,0.7080870804833644,10.195239006470638,6.83924730373299,107.00465852709186,14.199165415782922,1.4024338668344927,11.606373299224538,0.9666311571313068,0.8246769994417937
9,166.16852152605247,0.015856088744751064,0.005221141080139381,1.627413469827143,18.019498253267237,10.11570435048288,174.91328816302382,18.56746329709481,2.5450408914797658,12.928501385950447,0.8484911486672434,0.913089627460486
10,122.38035163438161,0.02084749773814032,0.005983497156214742,2.0640699494856913,11.439925771202947,7.374592344818018,129.33257078447403,13.928420788345939,1.7571392364808622,14.28359477125151,2.6613826763540827,1.0140845731722168
11,136.69209801170757,0.016047784587517454,0.005003369935581695,1.5283966682450225,13.474197950517297,3.952321307009801,146.631582831049,11.030368749571506,1.5202716756438412,12.918465533914192,1.7711990914811921,0.877925344952093
12,298.62611748845757,0.44719542388628436,0.08926695588497309,1.0247867725233537,26.61882420389015,3.626609786662356,315.11235403273133,11.908087708281435,1.9017454612237992,13.37773582493826,1.8260548388262532,0.9512328690943196
13,102.29038543206465,0.011865915212899437,0.0038841779547036832,1.220352073712692,17.09836243686654,7.318428146733688,114.45354018238761,11.36453835110618,2.085597704808106,13.625954810915466,1.005536987790878,0.9281878036826856
14,95.98038709683426,0.017996339933552936,0.0053396802511698005,1.7555103876351332,16.188835852890293,6.761908796414223,108.21161928168317,17.105707770214078,1.3633349806337174,14.717783104916318,0.8080811657194044,1.0430153766743975
15,118.70042079093997,0.01039168295850759,0.0035888481871978167,1.0154486942911893,18.756089000873846,9.973597034129442,129.66051393006225,10.639549744798929,1.5290923327722166,13.6310752052644,2.2603061141447767,1.003385026035827
16,160.46814743282908,0.01278003696485554,0.004915140250779077,1.3132434399800252,26.504090181833362,7.908295245367257,168.87617359156306,12.319571765784742,2.4129682309027425,13.696679819328,1.1001340822881192,1.0410749842530074
17,88.63147839095055,0.021547862048203713,0.006297142523178686,2.2542063487650483,26.560594664252996,7.324089284461675,79.51912194166687,28.82937299545518,1.829179066431207,11.97558615393147,1.807824635747528,0.9101944226836042
18,265.22593848841774,0.007853405792301725,0.0029060701566262473,0.7994281097792004,17.454299486899952,2.411923647893766,280.74482679332925,11.256462311784835,1.4575082705314808,13.882475525477274,1.4751290168072955,1.0067455200331783
19,167.90283429964248,0.009389690891601628,0.0031631805515946972,0.986698818247799,33.918840079092234,3.134833616317485,180.8471429073734,11.120344314925859,1.7230093919180722,13.695234862256154,1.7496601712217952,1.0162628113149768
20,140.67406008782913,0.01003725162550701,0.003600728806425746,1.0196615958003212,30.439468802575067,7.090941791755493,154.19531541351193,10.777457824859441,1.5526050773125224,14.455478737200204,1.797670504461994,1.0787177486487953
21,184.2962670380951,0.023625510241710748,0.006718572980565024,2.4761634709153895,72.0274617724399,8.610156142438843,198.85590951743748,17.439740422315225,2.154083068488667,13.08002834284585,1.8074957958114202,0.988337172025838
22,172.46901583065994,0.011883060419622506,0.004183065196402804,1.2050088645166273,46.33368608943669,5.228712488124794,181.36334908938275,11.465404360956619,1.823176687175783,13.859638492817854,1.5472426540647777,1.0334925490340825
23,167.90894049700407,0.014520740677660588,0.004479815676573431,1.4952985634086848,29.050442486571434,12.535908496642167,179.2296336565801,12.456533930726428,2.330918688066274,12.865171275065208,1.737576315781709,0.901558844369914
24,144.39373066867378,0.017196732553158435,0.005974077982987375,1.801573580101119,56.43175588242576,6.491509933293749,155.99702290322946,20.611415612053253,2.371780249526799,12.008495179401493,0.9007675897856084,0.8923021020984294
25,176.3654002307756,0.013257218537632362,0.0040223570369603626,1.4221165604508552,9.763133816647585,6.058625661150638,195.79897318204598,28.493259714178517,1.8088540929663284,11.904517566284236,0.8640183388009479,0.8431142151192691
26,219.60028560059757,0.016557364941348848,0.004453053948074818,1.7669553733422847,15.776951887508533,4.590601137155418,233.9138438080339,13.971262859997301,1.9919243744583375,13.714370796946415,1.4797840703229121,0.9967571002822345
